shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shape_R01_6eb89030,33.736077,130.729395,71,2270.70
shape_R01_6eb89030,33.736012,130.729401,72,2277.95
shape_R01_6eb89030,33.735826,130.729444,73,2299.01
shape_R01_6eb89030,33.735475,130.729577,74,2339.94
shape_R01_6eb89030,33.734691,130.729916,75,2432.58
shape_R01_6eb89030,33.734045,130.730217,76,2509.61
shape_R01_6eb89030,33.733616,130.730506,77,2564.29
shape_R01_6eb89030,33.733611,130.730509,78,2564.91
shape_R01_6eb89030,33.733453,130.730623,79,2585.40
shape_R01_6eb89030,33.733190,130.730792,80,2618.56
shape_R01_6eb89030,33.732736,130.731111,81,2677.03
shape_R01_6eb89030,33.732546,130.731266,82,2702.56
shape_R01_6eb89030,33.732533,130.731280,83,2704.50
shape_R01_6eb89030,33.732517,130.731300,84,2707.07
shape_R01_6eb89030,33.732397,130.731416,85,2724.19
shape_R01_6eb89030,33.732325,130.731488,86,2734.60
shape_R01_6eb89030,33.732247,130.731596,87,2747.83
shape_R01_6eb89030,33.732093,130.731868,88,2778.26
shape_R01_6eb89030,33.731998,130.732071,89,2799.80
shape_R01_6eb89030,33.731902,130.732276,90,2821.55
shape_R01_6eb89030,33.731867,130.732332,91,2828.03
shape_R01_6eb89030,33.731781,130.732471,92,2844.05
shape_R01_6eb89030,33.731710,130.732567,93,2855.93
shape_R01_6eb89030,33.731579,130.732709,94,2875.54
shape_R01_6eb89030,33.731438,130.732844,95,2895.59
shape_R01_6eb89030,33.731377,130.732894,96,2903.80
shape_R01_6eb89030,33.731271,130.732982,97,2918.12
shape_R01_6eb89030,33.730967,130.733163,98,2955.84
shape_R01_6eb89030,33.730536,130.733388,99,3008.09
shape_R01_6eb89030,33.730557,130.733447,100,3014.02
shape_R01_6eb89030,33.730584,130.733531,101,3022.35
shape_R01_6eb89030,33.731280,130.735646,102,3232.69
shape_R01_6eb89030,33.731315,130.735751,103,3243.15
shape_R01_6eb89030,33.731569,130.736518,104,3319.50
shape_R01_6eb89030,33.731759,130.737038,105,3372.02
shape_R01_6eb89030,33.731741,130.737051,106,3374.35
shape_R01_6eb89030,33.730925,130.737623,107,3479.38
shape_R01_6eb89030,33.730350,130.738010,108,3552.65
shape_R01_6eb89030,33.730259,130.738144,109,3568.65
shape_R01_6eb89030,33.730220,130.738277,110,3581.69
shape_R01_6eb89030,33.730100,130.738607,111,3615.00
shape_R01_6eb89030,33.730046,130.738825,112,3636.03
shape_R01_6eb89030,33.729989,130.738947,113,3648.98
shape_R01_6eb89030,33.730052,130.738982,114,3656.69
shape_R01_6eb89030,33.730170,130.739074,115,3672.33
shape_R01_6eb89030,33.730288,130.739026,116,3686.18
shape_R01_6eb89030,33.730420,130.739028,117,3700.86
shape_R01_6eb89030,33.730478,130.739049,118,3707.60
shape_R01_6eb89030,33.730623,130.739078,119,3723.94
shape_R01_6eb89030,33.730993,130.739119,120,3765.26
shape_R01_6eb89030,33.731037,130.739194,121,3773.74
shape_R01_6eb89030,33.731193,130.739413,122,3800.41
shape_R01_6eb89030,33.731289,130.739520,123,3814.97
shape_R01_6eb89030,33.731624,130.739600,124,3852.94
shape_R01_6eb89030,33.731786,130.739698,125,3873.11
shape_R01_6eb89030,33.731936,130.739703,126,3889.79
shape_R01_6eb89030,33.732130,130.739678,127,3911.49
shape_R01_6eb89030,33.732224,130.739662,128,3922.05
shape_R01_6eb89030,33.732239,130.739753,129,3930.62
shape_R01_6eb89030,33.732240,130.739764,130,3931.65
shape_R01_6eb89030,33.732283,130.740091,131,3962.26
shape_R01_6eb89030,33.732326,130.740294,132,3981.63
shape_R01_6eb89030,33.732337,130.740389,133,3990.50
shape_R01_6eb89030,33.732265,130.740646,134,4015.58
shape_R01_6eb89030,33.732144,130.740881,135,4041.14
shape_R01_6eb89030,33.732072,130.740961,136,4052.04
shape_R01_6eb89030,33.732031,130.740999,137,4057.80
shape_R01_6eb89030,33.731903,130.741102,138,4074.92
shape_R01_6eb89030,33.731829,130.741162,139,4084.85
shape_R01_6eb89030,33.731639,130.741347,140,4112.03
shape_R01_6eb89030,33.731517,130.741575,141,4137.11
shape_R01_6eb89030,33.731370,130.742072,142,4185.89
shape_R01_6eb89030,33.731304,130.742221,143,4201.50
shape_R01_6eb89030,33.731267,130.742280,144,4208.33
shape_R01_6eb89030,33.731239,130.742324,145,4213.45
shape_R01_6eb89030,33.731223,130.742350,146,4216.44
shape_R01_6eb89030,33.731050,130.742503,147,4240.32
shape_R01_6eb89030,33.730870,130.742712,148,4268.15
shape_R01_6eb89030,33.730776,130.742852,149,4284.79
shape_R01_6eb89030,33.730695,130.743064,150,4306.36
shape_R01_6eb89030,33.730586,130.743520,151,4350.24
shape_R01_6eb89030,33.730380,130.743887,152,4391.18
shape_R01_6eb89030,33.730298,130.744004,153,4405.33
shape_R01_6eb89030,33.730484,130.744051,154,4426.47
shape_R01_6eb89030,33.730917,130.744099,155,4474.82
shape_R01_6eb89030,33.731000,130.744128,156,4484.43
shape_R01_6eb89030,33.731047,130.744209,157,4493.56
shape_R01_6eb89030,33.731044,130.744309,158,4502.82
shape_R01_6eb89030,33.731024,130.744372,159,4509.05
shape_R01_6eb89030,33.731369,130.744484,160,4548.79
shape_R01_6eb89030,33.731611,130.744577,161,4577.04
shape_R01_6eb89030,33.731912,130.744712,162,4612.76
shape_R01_6eb89030,33.732160,130.744848,163,4643.07
shape_R01_6eb89030,33.732438,130.745016,164,4677.67
shape_R01_6eb89030,33.732678,130.745212,165,4709.93
shape_R01_6eb89030,33.732892,130.745396,166,4739.18
shape_R01_6eb89030,33.733132,130.745633,167,4773.71
shape_R01_6eb89030,33.733385,130.745913,168,4811.95
shape_R01_6eb89030,33.733752,130.746344,169,4868.99
shape_R01_6eb89030,33.734033,130.746684,170,4913.31
shape_R01_6eb89030,33.734392,130.747079,171,4967.42
shape_R01_6eb89030,33.734754,130.747484,172,5022.40
shape_R01_6eb89030,33.734964,130.747692,173,5052.66
shape_R01_6eb89030,33.735265,130.747945,174,5093.49
shape_R01_6eb89030,33.735467,130.748093,175,5119.79
shape_R01_6eb89030,33.735868,130.748332,176,5169.56
shape_R01_6eb89030,33.736376,130.748562,177,5229.92
shape_R01_6eb89030,33.736813,130.748725,178,5280.79
shape_R01_6eb89030,33.737208,130.748806,179,5325.35
shape_R01_6eb89030,33.737847,130.748912,180,5397.08
shape_R01_6eb89030,33.738056,130.748918,181,5420.32
shape_R01_6eb89030,33.738426,130.748932,182,5461.49
shape_R01_6eb89030,33.738536,130.748898,183,5474.11
shape_R01_6eb89030,33.738609,130.748846,184,5483.55
shape_R01_6eb89030,33.738685,130.748757,185,5495.35
shape_R01_6eb89030,33.738732,130.748638,186,5507.53
shape_R01_6eb89030,33.738746,130.748536,187,5517.09
shape_R01_6eb89030,33.738730,130.748404,188,5529.42
shape_R01_6eb89030,33.738686,130.748290,189,5541.04
shape_R01_6eb89030,33.738631,130.748190,190,5552.13
shape_R01_6eb89030,33.738597,130.748083,191,5562.72
shape_R01_6eb89030,33.738593,130.747979,192,5572.35
shape_R01_6eb89030,33.738611,130.747886,193,5581.18
shape_R01_6eb89030,33.738661,130.747761,194,5594.00
shape_R01_6eb89030,33.738748,130.747626,195,5609.80
shape_R01_6eb89030,33.738833,130.747564,196,5620.85
shape_R01_6eb89030,33.738926,130.747383,197,5640.52
shape_R01_6eb89030,33.739098,130.747104,198,5672.64
shape_R01_6eb89030,33.739214,130.746983,199,5689.71
shape_R01_6eb89030,33.739388,130.746806,200,5715.05
shape_R01_6eb89030,33.739491,130.746686,201,5731.00
shape_R01_6eb89030,33.739749,130.746302,202,5776.65
shape_R01_6eb89030,33.739491,130.746686,203,5822.30
shape_R01_6eb89030,33.739407,130.746784,204,5835.31
shape_R01_6eb89030,33.739388,130.746806,205,5838.24
shape_R01_6eb89030,33.739214,130.746983,206,5863.59
shape_R01_6eb89030,33.739098,130.747104,207,5880.66
shape_R01_6eb89030,33.738926,130.747383,208,5912.78
shape_R01_6eb89030,33.738833,130.747564,209,5932.45
shape_R01_6eb89030,33.738535,130.747386,210,5969.45
shape_R01_6eb89030,33.738442,130.747267,211,5984.55
shape_R01_6eb89030,33.737923,130.746522,212,6074.42
shape_R01_6eb89030,33.737303,130.745640,213,6181.21
shape_R01_6eb89030,33.737227,130.745514,214,6195.60
shape_R01_6eb89030,33.735517,130.746580,215,6409.78
shape_R01_6eb89030,33.735312,130.746705,216,6435.33
shape_R01_6eb89030,33.734588,130.747174,217,6526.78
shape_R01_6eb89030,33.734348,130.747295,218,6555.71
shape_R01_6eb89030,33.734272,130.747205,219,6567.58
shape_R01_6eb89030,33.734141,130.747049,220,6588.08
shape_R01_6eb89030,33.733752,130.746634,221,6645.90
shape_R01_6eb89030,33.733357,130.746180,222,6706.66
shape_R01_6eb89030,33.733077,130.745861,223,6749.55
shape_R01_6eb89030,33.732850,130.745625,224,6782.92
shape_R01_6eb89030,33.732596,130.745383,225,6818.95
shape_R01_6eb89030,33.732256,130.745028,226,6869.02
shape_R01_6eb89030,33.732061,130.744893,227,6894.04
shape_R01_6eb89030,33.731703,130.744705,228,6937.48
shape_R01_6eb89030,33.731310,130.744555,229,6983.33
shape_R01_6eb89030,33.730999,130.744468,230,7018.84
shape_R01_6eb89030,33.730881,130.744711,231,7044.86
shape_R01_6eb89030,33.730745,130.744669,232,7060.47
shape_R01_6eb89030,33.730616,130.744621,233,7075.49
shape_R01_6eb89030,33.730348,130.744543,234,7106.15
shape_R01_6eb89030,33.730201,130.744485,235,7123.35
shape_R01_6eb89030,33.730190,130.744481,236,7124.63
shape_R01_6eb89030,33.730090,130.744668,237,7145.19
shape_R01_6eb89030,33.729955,130.744774,238,7163.12
shape_R01_6eb89030,33.729520,130.744881,239,7212.49
shape_R01_6eb89030,33.729388,130.745035,240,7232.94
shape_R01_6eb89030,33.729300,130.745143,241,7246.92
shape_R01_6eb89030,33.729184,130.745178,242,7260.22
shape_R01_6eb89030,33.728915,130.745452,243,7299.42
shape_R01_6eb89030,33.728653,130.745629,244,7332.84
shape_R01_6eb89030,33.728390,130.745796,245,7365.91
shape_R01_6eb89030,33.728299,130.745890,246,7379.25
shape_R01_6eb89030,33.728005,130.746049,247,7415.09
shape_R01_6eb89030,33.727840,130.746131,248,7434.95
shape_R01_6eb89030,33.727723,130.746234,249,7451.07
shape_R01_6eb89030,33.727589,130.746352,250,7469.54
shape_R01_6eb89030,33.727574,130.746365,251,7471.60
shape_R01_6eb89030,33.727474,130.746403,252,7483.26
shape_R01_6eb89030,33.727441,130.746415,253,7487.09
shape_R01_6eb89030,33.727385,130.746417,254,7493.32
shape_R01_6eb89030,33.727067,130.746431,255,7528.70
shape_R01_6eb89030,33.726951,130.746445,256,7541.67
shape_R01_6eb89030,33.726874,130.746503,257,7551.77
shape_R01_6eb89030,33.726711,130.746784,258,7583.45
shape_R01_6eb89030,33.726493,130.746983,259,7613.89
shape_R01_6eb89030,33.726121,130.747293,260,7664.22
shape_R01_6eb89030,33.726022,130.747364,261,7677.04
shape_R01_6eb89030,33.725906,130.747446,262,7692.00
shape_R01_6eb89030,33.725781,130.747554,263,7709.11
shape_R01_6eb89030,33.725755,130.747635,264,7717.14
shape_R01_6eb89030,33.725713,130.747756,265,7729.27
shape_R01_6eb89030,33.725681,130.747874,266,7740.75
shape_R01_6eb89030,33.725494,130.748559,267,7807.42
shape_R01_6eb89030,33.725435,130.748709,268,7822.77
shape_R01_6eb89030,33.725404,130.748752,269,7828.03
shape_R01_6eb89030,33.725328,130.748861,270,7841.19
shape_R01_6eb89030,33.725306,130.748877,271,7844.04
shape_R01_6eb89030,33.725139,130.749005,272,7866.07
shape_R01_6eb89030,33.724818,130.749117,273,7903.23
shape_R01_6eb89030,33.724822,130.749125,274,7904.10
shape_R01_6eb89030,33.724872,130.749230,275,7915.29
shape_R01_6eb89030,33.724880,130.749272,276,7919.27
shape_R01_6eb89030,33.724880,130.749363,277,7927.69
shape_R01_6eb89030,33.724867,130.749486,278,7939.15
shape_R01_6eb89030,33.724858,130.749523,279,7942.72
shape_R01_6eb89030,33.724831,130.749571,280,7948.08
shape_R01_6eb89030,33.724771,130.749647,281,7957.77
shape_R01_6eb89030,33.724737,130.749721,282,7965.59
shape_R01_6eb89030,33.724724,130.749799,283,7972.94
shape_R01_6eb89030,33.724721,130.749869,284,7979.43
shape_R01_6eb89030,33.724784,130.750301,285,8019.99
shape_R01_6eb89030,33.724807,130.750336,286,8024.11
shape_R01_6eb89030,33.724761,130.750448,287,8035.67
shape_R01_6eb89030,33.724670,130.750534,288,8048.54
shape_R01_6eb89030,33.724582,130.750678,289,8065.06
shape_R01_6eb89030,33.724463,130.750615,290,8079.52
shape_R01_6eb89030,33.724233,130.750517,291,8106.65
shape_R01_6eb89030,33.724075,130.750308,292,8132.77
shape_R01_6eb89030,33.723109,130.750396,293,8240.50
shape_R01_6eb89030,33.723040,130.750942,294,8291.57
shape_R01_6eb89030,33.723000,130.751241,295,8319.58
shape_R01_6eb89030,33.722956,130.751403,296,8335.34
shape_R01_6eb89030,33.722950,130.751416,297,8336.72
shape_R01_6eb89030,33.722888,130.751563,298,8351.96
shape_R01_6eb89030,33.722702,130.752049,299,8401.44
shape_R01_6eb89030,33.722570,130.752228,300,8423.56
shape_R01_6eb89030,33.722485,130.752405,301,8442.46
shape_R01_6eb89030,33.722415,130.752708,302,8471.55
shape_R01_6eb89030,33.722264,130.753030,303,8505.73
shape_R01_6eb89030,33.722153,130.753408,304,8542.81
shape_R01_6eb89030,33.722043,130.754220,305,8618.90
shape_R01_6eb89030,33.721974,130.754734,306,8667.05
shape_R01_6eb89030,33.721977,130.754901,307,8682.50
shape_R01_6eb89030,33.721999,130.755009,308,8692.78
shape_R01_6eb89030,33.722076,130.755129,309,8706.80
shape_R01_6eb89030,33.722085,130.755141,310,8708.29
shape_R01_6eb89030,33.722301,130.755405,311,8742.54
shape_R01_6eb89030,33.722458,130.755594,312,8767.25
shape_R01_6eb89030,33.722635,130.755761,313,8792.26
shape_R01_6eb89030,33.723061,130.756036,314,8846.03
shape_R01_6eb89030,33.723229,130.756144,315,8867.21
shape_R01_6eb89030,33.723336,130.756238,316,8881.95
shape_R01_6eb89030,33.723473,130.756385,317,8902.37
shape_R01_6eb89030,33.723580,130.756524,318,8919.88
shape_R01_6eb89030,33.723816,130.756825,319,8958.14
shape_R01_6eb89030,33.723871,130.756887,320,8966.52
shape_R01_6eb89030,33.724067,130.757153,321,8999.39
shape_R01_6eb89030,33.724384,130.757622,322,9055.28
shape_R01_6eb89030,33.724587,130.757906,323,9089.91
shape_R01_6eb89030,33.724843,130.758166,324,9127.17
shape_R01_6eb89030,33.724943,130.758292,325,9143.28
shape_R01_6eb89030,33.725042,130.758483,326,9164.09
shape_R01_6eb89030,33.725201,130.758803,327,9198.57
shape_R01_6eb89030,33.725221,130.758921,328,9209.71
shape_R01_6eb89030,33.725241,130.759151,329,9231.09
shape_R01_6eb89030,33.725248,130.759178,330,9233.71
shape_R01_6eb89030,33.725285,130.759325,331,9247.91
shape_R01_6eb89030,33.725348,130.759433,332,9260.11
shape_R01_6eb89030,33.725390,130.759491,333,9267.22
shape_R01_6eb89030,33.725478,130.759556,334,9278.71
shape_R01_6eb89030,33.725590,130.759587,335,9291.49
shape_R01_6eb89030,33.725711,130.759587,336,9304.94
shape_R01_6eb89030,33.725913,130.759585,337,9327.40
shape_R01_6eb89030,33.726055,130.759618,338,9343.49
shape_R01_6eb89030,33.726378,130.759710,339,9380.40
shape_R01_6eb89030,33.726807,130.759866,340,9430.23
shape_R01_6eb89030,33.728276,130.760408,341,9601.09
shape_R01_6eb89030,33.729090,130.760674,342,9694.89
shape_R01_6eb89030,33.729376,130.760765,343,9727.79
shape_R01_6eb89030,33.729462,130.760803,344,9737.98
shape_R01_6eb89030,33.729521,130.760837,345,9745.25
shape_R01_6eb89030,33.729759,130.761033,346,9777.33
shape_R01_6eb89030,33.729778,130.761049,347,9779.91
shape_R01_6eb89030,33.730047,130.761256,348,9815.42
shape_R01_6eb89030,33.730143,130.761375,349,9830.75
shape_R01_6eb89030,33.730203,130.761502,350,9844.26
shape_R01_6eb89030,33.730270,130.761667,351,9861.24
shape_R01_6eb89030,33.730347,130.761797,352,9876.00
shape_R01_6eb89030,33.730415,130.761852,353,9885.11
shape_R01_6eb89030,33.730560,130.761929,354,9902.73
shape_R01_6eb89030,33.730787,130.761973,355,9928.30
shape_R01_6eb89030,33.731267,130.762074,356,9982.49
shape_R01_6eb89030,33.731913,130.762205,357,10055.33
shape_R01_6eb89030,33.732085,130.762216,358,10074.49
shape_R01_6eb89030,33.732372,130.762155,359,10106.89
shape_R01_6eb89030,33.732855,130.762043,360,10161.59
shape_R01_6eb89030,33.733185,130.762012,361,10198.40
shape_R01_6eb89030,33.733577,130.761822,362,10245.39
shape_R01_6eb89030,33.734139,130.761849,363,10307.93
shape_R01_6eb89030,33.734251,130.761869,364,10320.52
shape_R01_6eb89030,33.734477,130.762006,365,10348.67
shape_R01_6eb89030,33.734802,130.762217,366,10389.74
shape_R01_6eb89030,33.735012,130.762340,367,10415.71
shape_R01_6eb89030,33.735079,130.762363,368,10423.46
shape_R01_6eb89030,33.735464,130.762496,369,10468.00
shape_R01_6eb89030,33.735434,130.762362,370,10480.83
shape_R01_6eb89030,33.735405,130.762092,371,10506.01
shape_R01_6eb89030,33.735386,130.761745,372,10538.16
shape_R01_6eb89030,33.735377,130.761518,373,10559.18
shape_R01_6eb89030,33.735349,130.761325,374,10577.29
shape_R01_6eb89030,33.735230,130.760953,375,10614.15
shape_R01_6eb89030,33.735170,130.760723,376,10636.44
shape_R01_6eb89030,33.735108,130.760403,377,10666.82
shape_R01_6eb89030,33.735068,130.760168,378,10689.01
shape_R01_6eb89030,33.735049,130.760084,379,10697.05
shape_R01_6eb89030,33.735010,130.759987,380,10707.02
shape_R01_6eb89030,33.734799,130.759521,381,10756.08
shape_R01_6eb89030,33.734631,130.759150,382,10795.15
shape_R01_6eb89030,33.734331,130.759230,383,10829.32
shape_R01_6eb89030,33.734116,130.759274,384,10853.57
shape_R01_6eb89030,33.733813,130.759314,385,10887.46
shape_R01_6eb89030,33.732776,130.759442,386,11003.38
shape_R01_6eb89030,33.732614,130.759432,387,11021.41
shape_R01_6eb89030,33.732382,130.759647,388,11053.98
